thread_id,root_id,start_created_at,num_tweets,max_favorites,max_retweets,has_external_dependency,has_external_reply,has_external_quote,sample_text
1105334803270787072,1105334803270787072,Tue Mar 12 05:08:47 +0000 2019,25,70,11,0,0,0,I want to pose a design challenge to people interested in workflows and productivity. Call it a ribbonfarm millennium...
1108580125061181442,1108580125061181442,Thu Mar 21 04:04:32 +0000 2019,16,299,69,0,0,0,If you're reasonably open to experience  intelligent  and good at pattern matching  you'll arrive at a "seen it all" ...
1544013085681131520,1544013085681131520,Mon Jul 04 17:39:40 +0000 2022,4,37,1,0,0,0,Aging is a negative network effect
1543837122079047680,1543837122079047680,Mon Jul 04 06:00:27 +0000 2022,4,43,2,0,0,0,Apparently actual velociraptors looked like this and were turkey sized  not horse sized. https://t.co/X5yrIKza7c
1489375863493697546,1489375863493697546,Thu Feb 03 23:10:51 +0000 2022,201,24,1,0,0,0,Got lucky. I spotted 2 possibilities after second guess and went with a higher entropy unusual one just because it’s ...
1108442124125495296,1108442124125495296,Wed Mar 20 18:56:10 +0000 2019,8,24,3,0,0,0,I've long thought that the two main sensibilities you can bring to any activity are a) romantic b) classical. I now t...
1108228040880877568,1108228040880877568,Wed Mar 20 04:45:29 +0000 2019,6,27,1,0,0,0,Summer project: “PageRank” my antilibrary to surface the top books I should actually read. For each pair of books  I ...
1107914721611530242,1107914721611530242,Tue Mar 19 08:00:28 +0000 2019,31,63,14,0,0,0,Back in the day when all we had was crappy mapquest  I used to get paper maps from AAA for road trips  which I saved....
1543684576211415041,1543684576211415041,Sun Jul 03 19:54:17 +0000 2022,8,142,2,0,0,0,15y anniversary of ribbonfarm tomorrow 😵‍💫
1105711130138152960,1105711130138152960,Wed Mar 13 06:04:11 +0000 2019,11,64,42,0,0,0,This is a rare absolute must-read. The 737-MAX needs to be grounded now. This is a more serious failure than I though...
1543407937103618048,1543407937103618048,Sun Jul 03 01:35:01 +0000 2022,7,44,2,0,0,0,Apple veteran once described executive success culture there as 2 rules: do the right thing  keep Steve happy. Not a ...
1105648227959767040,1105648227959767040,Wed Mar 13 01:54:14 +0000 2019,7,26,1,0,0,0,Over the last few months I’ve successfully shifted about half my play and work life to a process-dominant model as op...
1104523976603185153,1104523976603185153,Sat Mar 09 23:26:51 +0000 2019,10,41,6,0,0,0,There’s a family of interesting related arguments:  “You are not enough people” (Vonnegut theory of marital conflict)...
1543387011892973569,1543387011892973569,Sun Jul 03 00:11:53 +0000 2022,5,36,7,0,0,0,Clarence Thomas apparently has an extended universe of opinion “Thomas has spent years essentially laying out a whole...
1104514303627952128,1104514303627952128,Sat Mar 09 22:48:25 +0000 2019,10,8,1,0,0,0,A few truths react very sharply to being disbelieved  like law of gravity. Instantaneous response to attempted transg...
1104467223417053184,1104467223417053184,Sat Mar 09 19:41:20 +0000 2019,9,91,7,0,0,0,If you search for 'PhD' on twitter  90% of what you see is thin-skinned performance of fragile authority. It's really...
1103848617998114816,1103848617998114816,Fri Mar 08 02:43:13 +0000 2019,5,13,1,0,0,0,Business is long cycles. Only now  nearly 8y into indie consulting  am I starting to see tiny signs in some of my lon...
1103524374374580225,1103524374374580225,Thu Mar 07 05:14:47 +0000 2019,20,47,11,0,0,0,I’m in the non-apocalyptic camp of climate change believers. I don’t believe even the worst case will make the world ...
1103406784297881600,1103406784297881600,Wed Mar 06 21:27:32 +0000 2019,4,19,3,0,0,0,I feel the need for a new kind of personal workflow model based on streams/threads. Multithreaded parallel/distribute...
1543342572877164544,1543342572877164544,Sat Jul 02 21:15:17 +0000 2022,6,16,1,0,0,0,I proposed this as a joke just months before the Great Weirding kicked off with the Harambe affair. Little did I know...
1103347244265140225,1103347244265140225,Wed Mar 06 17:30:56 +0000 2019,4,7,1,0,0,0,Our spatial sensory resolution is about 1/10 arc-second. Our temporal sensory resolution is about 1/10 second. AFAICT...
1102699307902201857,1102699307902201857,Mon Mar 04 22:36:16 +0000 2019,5,5,1,0,0,0,More extreme environments generally mean smaller  more compact/cozy experience containers with a higher ratio of cont...
1102686614663290880,1102686614663290880,Mon Mar 04 21:45:50 +0000 2019,6,30,5,0,0,0,Eldering™ is early-onset successor to adulting. Begins at 30. You heard it here first. Defined as retirement behavior...
1543270051330920450,1543270051330920450,Sat Jul 02 16:27:07 +0000 2022,24,225,20,0,0,0,Increasingly thinking the founding fathers were exceptionally mediocre people who did some exceptionally mediocre thi...
1102271264096366592,1102271264096366592,Sun Mar 03 18:15:23 +0000 2019,21,24,1,0,0,0,Realizing I’ve never actually learned anything non-tactile/physical (like swimming or bike-riding) as a result of exp...
1101526745616834560,1101526745616834560,Fri Mar 01 16:56:56 +0000 2019,6,23,0,0,0,0,In the spirit of seeking to disconfirm hypotheses  if you want evidence that waldenponding might be a good thing  loo...
1099369392284942336,1099369392284942336,Sat Feb 23 18:04:23 +0000 2019,18,38,9,0,0,0,There’s a vast gap of meaningful  rewarding  and lightweight creative collaboration models between (say) bantering ga...
1098849082250952704,1098849082250952704,Fri Feb 22 07:36:51 +0000 2019,7,5,0,0,0,0,Apropos of nothing  Steve Pavlina has had an impressively long career in the “online personality” game. I’m seeing FB...
1589743736376152064,1589743736376152064,Mon Nov 07 22:16:57 +0000 2022,15,219,11,0,0,0,One of the things that outsiders tend not to immediately grok about Silicon Valley  because it's so friendly  open  a...
1098760336075677696,1098760336075677696,Fri Feb 22 01:44:12 +0000 2019,5,63,11,0,0,0,Alternate interpretation of Dunbar’s number (150). It is the minimum number of people required to make a subjective w...
1098464678437507072,1098464678437507072,Thu Feb 21 06:09:22 +0000 2019,6,300,71,0,0,0,Both the Koch brothers and Robert Mercer are engineers by training.  Peter Thiel is a philosopher by training. Alex K...
1097984291126964224,1097984291126964224,Tue Feb 19 22:20:29 +0000 2019,7,11,0,0,0,0,All "meaning-making" products/services are evolving relationships between people that are on average 1/3 harvesting e...
1543077414502141952,1543077414502141952,Sat Jul 02 03:41:39 +0000 2022,4,50,0,0,0,0,Just realized I’m just a bit older than the fictional age of the youngest character in Stranger Things  Erica (9 in 1...
1097609824370638848,1097609824370638848,Mon Feb 18 21:32:29 +0000 2019,17,20,1,0,0,0,There's a concept called "packaging for e-commerce" where things are packaged mainly for shipping for online shoppers...
1097233846444089344,1097233846444089344,Sun Feb 17 20:38:29 +0000 2019,26,42,9,0,0,0,“The fox knows many things  the hedgehog knows one big thing” — Isaiah Berlin  A question: how do foxes and hedgehogs...
1096317712869945344,1096317712869945344,Fri Feb 15 07:58:06 +0000 2019,4,82,24,0,0,0,The idea that capitalists are “greedy” is interesting. I’ve only actually seen cartoon top-hat type greed among crony...
1096253719761510400,1096253719761510400,Fri Feb 15 03:43:48 +0000 2019,6,80,14,0,0,0,From Ian Cheng’s book Emissaries Guide to Worlding. Very intriguing art book that I haven’t yet figured out how to re...
1096209571482202113,1096209571482202113,Fri Feb 15 00:48:23 +0000 2019,4,41,10,0,0,0,There is no incentive to learn something when you have no desire to do more than solve an immediate problem.   To the...
1542550251281584128,1542550251281584128,Thu Jun 30 16:46:53 +0000 2022,23,107,14,0,0,0,This is starting to get kinda funny. The executive/judiciary is now a do/undo symmetry while the legislature continue...
1095382478980665344,1095382478980665344,Tue Feb 12 18:01:48 +0000 2019,5,18,2,0,0,0,TIL: Max g experienced by a human who came out alive is 46  at which g  he weighed over 7700 lbs for a few seconds. T...
1095139882517688320,1095139882517688320,Tue Feb 12 01:57:49 +0000 2019,9,20,3,0,0,0,Not true at least for me. I run away pronto if it seems like a coaching client is stealthily looking for therapy. I'v...
1095086488021196800,1095086488021196800,Mon Feb 11 22:25:39 +0000 2019,17,25,2,0,0,0,I have decided that "post truth" can be translated into "curved zeitgeist". Now I just have to map the rest of relati...
1095071402367971328,1095071402367971328,Mon Feb 11 21:25:42 +0000 2019,12,27,3,0,0,0,Sometimes the universe gives you a sign that you're on the right path. I was wondering how to apply metaphor of frene...
1094705758816460801,1094705758816460801,Sun Feb 10 21:12:46 +0000 2019,17,39,5,0,0,0,I often approach technical topics with an "art and science of X" mindset. The "art" part is usually a way of seeing r...
1094650380422602753,1094650380422602753,Sun Feb 10 17:32:42 +0000 2019,25,76,14,0,0,0,I read the GND outline. It is... depressing. This is the thing I read. I'd hoped for better. https://t.co/CHsIwOxt3A
1094286120060252161,1094286120060252161,Sat Feb 09 17:25:16 +0000 2019,5,11,1,0,0,0,10-15 years ago people talked about how there was a deep web behind corporate firewalls/offline databases etc. There ...
1094049725177769984,1094049725177769984,Sat Feb 09 01:45:55 +0000 2019,6,14,2,0,0,0,De facto Neoliberal Green Deal (NGD): move energy-intensive manufacturing to China  and hope to god they don’t back o...
1093626565961760768,1093626565961760768,Thu Feb 07 21:44:26 +0000 2019,9,31,3,0,0,0,Thanks to mining data from @backus I was able to construct an internal page rank for all ribbonfarm posts. See screen...
1093573855765921792,1093573855765921792,Thu Feb 07 18:14:59 +0000 2019,18,9,3,0,0,0,Yesterday 3 buddies and I ran the birth-order poll (in age order  separated by 5-10 years: @vegan  me  @gravity_levit...
1542314031569981440,1542314031569981440,Thu Jun 30 01:08:14 +0000 2022,8,55,2,0,0,0,People worry about how humans would rebuild after a significant apocalypse  but I wonder whether the survivors would ...
1093282251742179329,1093282251742179329,Wed Feb 06 22:56:15 +0000 2019,5,17,2,0,0,0,Thought: the Democrat candidate in 2020 will be judged more by the process used to select her or him than their perso...
1093235750676574209,1093235750676574209,Wed Feb 06 19:51:28 +0000 2019,9,37,3,0,0,0,A bit of meta-commentary on Strauss-Howe generational cycles. It's the Myers-Briggs of American sociology. If you tak...
1542237544351277056,1542237544351277056,Wed Jun 29 20:04:18 +0000 2022,19,46,4,0,0,0,I really like Lincoln’s newsletter but this is a view of the worldview never agree with. Publishing  even “publishing...
1092214078603288576,1092214078603288576,Mon Feb 04 00:11:43 +0000 2019,4,13,3,0,0,0,Definition: A frontier is a place where allocation of survival effort is largely determined by the novelty in the env...
1092176056457428992,1092176056457428992,Sun Feb 03 21:40:38 +0000 2019,19,12,1,0,0,0,Good question. There's a fork in the road at some point in a blog's growth. Either you add staff managerial and suppo...
1092155868932534272,1092155868932534272,Sun Feb 03 20:20:25 +0000 2019,25,54,10,0,0,0,The medium is the message. A thread on the future of blogging as a creative medium from the perspective of the evolut...
1091810009946550272,1091810009946550272,Sat Feb 02 21:26:05 +0000 2019,5,25,2,0,0,0,Besides twitter  other thing I've been doing a lot of in the last 2y while slacking off on blogging has been my break...
1091792315025215488,1091792315025215488,Sat Feb 02 20:15:47 +0000 2019,25,227,57,0,0,0,A thread on innovation theory pointing out some connections that have been clear in my head for years  but I’m realiz...
1090663223873785856,1090663223873785856,Wed Jan 30 17:29:10 +0000 2019,9,13,7,0,0,0,Just realized why I’m skeptical of case method of MBA teaching (which I’ve never experienced live  not having an MBA)...
1090365629033373696,1090365629033373696,Tue Jan 29 21:46:38 +0000 2019,4,19,2,0,0,0,All people are infintely complex  but they’re generally only relatively interesting to the degree you care about them...
1090348697831976960,1090348697831976960,Tue Jan 29 20:39:21 +0000 2019,11,47,2,0,0,0,I'm becoming more snobby about work than I can probably afford to be from a financial perspective. Like Sherlock Holm...
1542172934474571776,1542172934474571776,Wed Jun 29 15:47:34 +0000 2022,5,12,0,0,0,0,Command line UX = static tree environments  with an list/up/down orientation where a) nothing changes unless you chan...
1542021479784513536,1542021479784513536,Wed Jun 29 05:45:44 +0000 2022,4,32,4,0,0,0,Ok this is some fine metamodernism if true https://t.co/6LxurSOk70
1090290273442095104,1090290273442095104,Tue Jan 29 16:47:12 +0000 2019,4,6,0,1,1,0,@benthompson @JonathonSprings @mlinsey @antoniogm Xerox has a product called print market port that used reverse auct...
1089636297000476672,1089636297000476672,Sun Jan 27 21:28:32 +0000 2019,11,12,3,0,0,0,Moravec’s paradox is really a statement about closed vs open worlds and intelligence-based versus survival-based rewa...
1089029126252486657,1089029126252486657,Sat Jan 26 05:15:51 +0000 2019,4,13,0,0,0,0,“Weak on border security” is a surreal policy phrase looking for content to attach itself to. It’s like “weak on Mart...
1541987384518029313,1541987384518029313,Wed Jun 29 03:30:15 +0000 2022,4,8,1,0,0,0,Is Dominion theology the same thing as evangelical Christianity?
1088328519652827136,1088328519652827136,Thu Jan 24 06:51:53 +0000 2019,20,64,14,0,0,0,It’s when you consider problems like air traffic control (ATC) on a busy continent that practical problems with liber...
1087474643324129280,1087474643324129280,Mon Jan 21 22:18:53 +0000 2019,10,29,6,0,0,0,I think both are super misleading. When you look at economic measures living standards get reduced to material well-b...
1589714576748478464,1589714576748478464,Mon Nov 07 20:21:05 +0000 2022,7,23,4,0,0,0,Poll: Is the Elon acquisition a good or bad thing  and are you a Founder/VC vs not?
1589723935238950912,1589723935238950912,Mon Nov 07 20:58:16 +0000 2022,7,17,0,0,0,0,Can't tell if it's deliberate or not  but it looks like implicit threads (replying to yourself  1 tweet at a time) ha...
1541928491024666624,1541928491024666624,Tue Jun 28 23:36:14 +0000 2022,6,8,0,0,0,0,First movie out post-pandemic — Jurassic World Dominion at the Chinese Theater. Very satisfying. Loved the Barabasol ...
1087186955467554816,1087186955467554816,Mon Jan 21 03:15:43 +0000 2019,21,71,8,0,0,0,One reason I champion mediocrity is that alternative is obviously dystopian:  Upper class of exceptional superhumans ...
1086804239085535232,1086804239085535232,Sun Jan 20 01:54:57 +0000 2019,4,9,0,0,0,0,I've been trying to come up with a good definition of bad faith. Here's the best I've come up with: a big half-truth ...
1086760195156393985,1086760195156393985,Sat Jan 19 22:59:56 +0000 2019,4,13,1,0,0,0,I can see why people go pro-troll. Sometimes the clumsiness of outrage-merchanting is so extreme I feel like pitching...
1086686837798711296,1086686837798711296,Sat Jan 19 18:08:26 +0000 2019,9,21,4,0,0,0,2 kids found 2 similar boxes. They opened box 1. It contained a cookie. Kid 1 immediately grabbed it and started eati...
1080280872715046912,1080280872715046912,Wed Jan 02 01:53:25 +0000 2019,4,66,2,0,0,0,Added to #ignore folder: Louis CK crap.   I’m going to start publicly documenting my #ignore decisions. Feel free to ...
1540838971386626049,1540838971386626049,Sat Jun 25 23:26:52 +0000 2022,7,24,0,0,0,0,Multiverse of madness time
1541463243272486912,1541463243272486912,Mon Jun 27 16:47:30 +0000 2022,30,64,2,0,0,0,Is there a way to auto-generate a weekly changelog page from a @RoamResearch graph? As in:   Changelog 6/21/22 - 6/26...
1086469760269742082,1086469760269742082,Sat Jan 19 03:45:51 +0000 2019,4,93,11,0,0,0,An awful fate you can suffer is becoming fundamentally bored with yourself. If hell is other people  that makes you a...
1084495739399458817,1084495739399458817,Sun Jan 13 17:01:47 +0000 2019,13,15,4,0,0,0,N=141 (dropping option 4). Among people to whom the term ‘Person of Color’ (POC) applies  50% dislike it  10% like it...
1084160344669401088,1084160344669401088,Sat Jan 12 18:49:03 +0000 2019,7,153,9,0,0,0,Podcasts imo a true problem-to-be-solved (in Clay Christensen sense) medium. Very few people actually prefer audio as...
1082748491510607872,1082748491510607872,Tue Jan 08 21:18:51 +0000 2019,4,23,5,0,0,0,Subcultures get so easily reified into communities these days. “I’m interested in __” slides into “I’m in __ communit...
1082378775210283008,1082378775210283008,Mon Jan 07 20:49:44 +0000 2019,4,23,2,0,0,0,There's a strong correlation between management thinking and personal growth thinking. Most young people make an anal...
1082339743335997440,1082339743335997440,Mon Jan 07 18:14:38 +0000 2019,20,9,3,0,0,0,I’m seeing an interesting parallel between my work gigs on energy  transition stuff (fossil fuels + combustion tech  ...
1082307198410092546,1082307198410092546,Mon Jan 07 16:05:19 +0000 2019,4,1,0,1,1,0,@lemire @excitedstoat @lemeshko @gravity_levity @LauraDeming You might be conflating difficulty of work with difficul...
1353582663769055237,1353582663769055237,Mon Jan 25 05:57:10 +0000 2021,30,1063,233,0,0,0,Scenario Z: Covid is never brought under control  mutates too much every season to be managed like the flu  and goes ...
1541145502095331328,1541145502095331328,Sun Jun 26 19:44:55 +0000 2022,6,83,4,0,0,0,Did “operator” leak into SV discourse from special forces terminology or is it unrelated?  Noting a microtrend of mil...
1081987136541224960,1081987136541224960,Sun Jan 06 18:53:30 +0000 2019,16,19,2,0,0,0,Amazingly  my two matched polls each had exactly 384 responses  over roughly the same 24h period  so this is a decent...
1081956179033485312,1081956179033485312,Sun Jan 06 16:50:29 +0000 2019,4,2,0,1,1,0,@lemire @excitedstoat @lemeshko @gravity_levity @LauraDeming If we did far fewer would gain the confidence to ever ma...
1081751821373165568,1081751821373165568,Sun Jan 06 03:18:26 +0000 2019,4,1,0,1,1,0,@fortelabs 13957 tweets total 1163/month 38/day or assuming 16 waking hours  2.3/hour or 1 every 25 minutes
1081260129171820544,1081260129171820544,Fri Jan 04 18:44:38 +0000 2019,15,16,1,0,0,0,Beef-only thinking isn’t a problem when strangers you dislike do it. Just ignore/avoid getting in their sights.   It’...
1081095200145956870,1081095200145956870,Fri Jan 04 07:49:16 +0000 2019,12,66,8,0,0,0,“Growth for the sake of growth is the ideology of the cancer blog”   With apologies to Edward Abbey.  I’m turning int...
1279451428302422016,1279451428302422016,Sat Jul 04 16:26:06 +0000 2020,92,523,75,0,0,0,I think it’s time to start making my thread of threads and begin reeling in my dissipated brain.  1. Boundary intelli...
1078201085188173825,1078201085188173825,Thu Dec 27 08:09:05 +0000 2018,4,189,33,0,0,0,Straussian Silence: When noted intellectual leaders are pointedly silent on matters you know damn well they have clea...
1080987617024327680,1080987617024327680,Fri Jan 04 00:41:46 +0000 2019,5,206,19,0,0,0,One reason I’m increasingly interested in mediocrity as an ethos is that I sense this creeping  paralyzing perfection...
1080993644213989376,1080993644213989376,Fri Jan 04 01:05:43 +0000 2019,4,3,0,0,0,0,Awkward staged affect is not a liability for a politician  so long as it isn’t in all situations  all the time. In fa...
1080351711024148481,1080351711024148481,Wed Jan 02 06:34:54 +0000 2019,19,67,7,0,0,0,I think in 2018 for the first time I may have made more of my income from climate/energy/sustainability type gigs tha...
1540389772010475520,1540389772010475520,Fri Jun 24 17:41:55 +0000 2022,4,17,2,0,0,0,My “smartmouth” spec-design project inspired by quoted thread officially kicks off with this rough analysis of a huma...
1481426214237523970,1481426214237523970,Thu Jan 13 00:41:47 +0000 2022,34,81,3,0,0,0,Beginning my animation career on Procreate ht @KikiSchirr https://t.co/ivRtFgxCtu
1540579076590559233,1540579076590559233,Sat Jun 25 06:14:09 +0000 2022,12,7,0,0,0,0,Finally figured out I need a third pair of glasses. My reading prescription is now strong enough (+2.25) that while r...
1080011520229048320,1080011520229048320,Tue Jan 01 08:03:06 +0000 2019,23,163,33,0,0,0,By way of Happy New Year wishes  here’s what I hope can be a helpful  perhaps even a bit healing thread  as we enter ...
1079460296022867968,1079460296022867968,Sun Dec 30 19:32:44 +0000 2018,14,31,3,0,0,0,Hmm. @Meaningness has claimed metarationality and @sarahdoingthing has claimed postrationality. I need to claim a pre...
1079426151414562817,1079426151414562817,Sun Dec 30 17:17:03 +0000 2018,4,16,0,1,1,0,@sonyaellenmann I don’t think this is correct. What they’re actually mad about is that being on top of the global soc...
1589487014361337856,1589487014361337856,Mon Nov 07 05:16:50 +0000 2022,4,52,3,0,0,0,Search “mastodon” on twitter. The confusion is truly hilarious.  When you manage to confuse both right and left  you ...
1540418740260507648,1540418740260507648,Fri Jun 24 19:37:01 +0000 2022,6,22,0,0,0,0,The last 10y of my posts on ribbonfarm have turned into a weird memory blackhole since I haven’t properly anthologize...
1078715658936832000,1078715658936832000,Fri Dec 28 18:13:49 +0000 2018,4,36,6,0,0,0,You can’t really learn from anyone with intelligence significantly different from your own  only be surprised by them...
1078419335956201473,1078419335956201473,Thu Dec 27 22:36:20 +0000 2018,6,24,1,0,0,0,Coming up on 7-year anniversary of going free-agent. The opposite of the utopian dream of passive income was dystopia...
1078355675908993024,1078355675908993024,Thu Dec 27 18:23:22 +0000 2018,8,26,1,0,0,0,If you have an active life of the mind  about 10 years of mind-aging (fueled by learning  thinking  creating) creates...
1539379633145073664,1539379633145073664,Tue Jun 21 22:47:59 +0000 2022,10,31,3,0,0,0,Just done with dentist appointment. Idle thought occurred to me that we haven’t really explored the idea of robotic t...
1538650046308024320,1538650046308024320,Sun Jun 19 22:28:52 +0000 2022,23,323,26,0,0,0,Finally reading @p_millerd’s book. It’s really good. Really drives home the extent to which the culture of modern wor...
1077660996183810048,1077660996183810048,Tue Dec 25 20:22:58 +0000 2018,10,42,10,0,0,0,People who want to theorize post-consumerism fail because they fail to identify a strong positive-valence  positive-f...
1540057656630554624,1540057656630554624,Thu Jun 23 19:42:12 +0000 2022,4,48,4,0,0,0,This idea is mostly wrong.  “The only thing necessary for the triumph of evil is that good men do nothing.”  True evi...
1540000084745547776,1540000084745547776,Thu Jun 23 15:53:26 +0000 2022,23,10,2,0,0,0,From gender essentialism to construct essentialism https://t.co/oFvNwwofOm
1075454872684703744,1075454872684703744,Wed Dec 19 18:16:37 +0000 2018,16,45,10,0,0,0,Been reading a lot of Terry Pratchett and I have Deep Thoughts inspired by the character of Vetinari  the Patriarch o...
1074890050213621760,1074890050213621760,Tue Dec 18 04:52:13 +0000 2018,25,180,58,0,0,0,You know that line about judging people by their actions rather than their words? What about people whose only non-tr...
1074822050139656192,1074822050139656192,Tue Dec 18 00:22:00 +0000 2018,22,7,0,0,0,0,Crackpot metaphysics math/geometry alert.   This thread is likely only of interest to people who follow the backstage...
1074493715983388672,1074493715983388672,Mon Dec 17 02:37:19 +0000 2018,25,28,4,0,0,0,I’ve been wondering why there are no “own the illibs” memes. Then it hit me: the main way any sort of liberal (big te...
1074077378626805760,1074077378626805760,Sat Dec 15 23:02:57 +0000 2018,4,100,14,0,0,0,The idea of original sin plus the idea of Jesus having already paid for your sins is fascinating. It’s like being bor...
1074021590877097984,1074021590877097984,Sat Dec 15 19:21:16 +0000 2018,11,28,4,0,0,0,Thinking at it’s most basic is enduring violence inside your head so you can avoid it outside.  If “peace” to you mea...
1073706479352303617,1073706479352303617,Fri Dec 14 22:29:07 +0000 2018,15,43,14,0,0,0,2019 resolution: "let's make things boring".  "The opposite of every great truth is also a great truth" -- Niels Bohr...
1073447207536185344,1073447207536185344,Fri Dec 14 05:18:52 +0000 2018,4,27,1,0,0,0,Tried Just Egg vegan egg. Real close on some dimensions  less so on others. 90% of the texture  50% of the flavor pro...
1539443351883161601,1539443351883161601,Wed Jun 22 03:01:11 +0000 2022,11,45,2,0,0,0,Main character: “Yolo  let’s cut the blue wire!”  Cuts wire  Red light starts blinking  alarm goes off. Countdown tim...
1072570753613266944,1072570753613266944,Tue Dec 11 19:16:09 +0000 2018,25,43,9,0,0,0,There’s a trend in the business world I’d like to call out: the Consumerization of Employment (CoE). Employment relat...
1071889268904157184,1071889268904157184,Sun Dec 09 22:08:11 +0000 2018,26,36,7,0,0,0,There are 2 kinds of people: external versus internal locus of control (ELoC vs ILoC)  based on how they tend to expl...
1539435476599201792,1539435476599201792,Wed Jun 22 02:29:53 +0000 2022,8,80,6,0,0,0,Infrastructure people don’t have main character energy but also don’t have side character energy  Gonna call it ortho...
1539477096493244416,1539477096493244416,Wed Jun 22 05:15:16 +0000 2022,6,29,0,0,0,0,Is there a male equivalent of debutante balls?
1071460531570008066,1071460531570008066,Sat Dec 08 17:44:32 +0000 2018,4,30,7,0,0,0,Vaguely satisfying thing about malaise spreading to France is there are now basically no exceptions. Last big domino ...
1071084422596706305,1071084422596706305,Fri Dec 07 16:50:00 +0000 2018,4,15,2,0,0,0,Kinda gets it half right. What it misses is that orgs crank up the natural “masculinity” knob because they haven’t bu...
1069657064937418752,1069657064937418752,Mon Dec 03 18:18:12 +0000 2018,30,44,12,0,0,0,Just had an epiphany thanks to a comment of @krrishd on another thread. The sense of being "forgotten" by a grand nar...
1068336253827858432,1068336253827858432,Fri Nov 30 02:49:46 +0000 2018,25,27,5,0,0,0,Income/wealth inequality is not a good proxy for agency inequality. Many developing countries have high $ inequality ...
1068240511717171200,1068240511717171200,Thu Nov 29 20:29:19 +0000 2018,25,18,2,0,0,0,A thread about mysteries.  A mystery is a clear pattern that points *dramatically* to the existence of an unexplained...
1067946589837094912,1067946589837094912,Thu Nov 29 01:01:23 +0000 2018,4,76,38,0,0,0,This is a compact distillation of wisdom from nearly 4 years of Renee's frontline tactical work and backroom stratege...
1589451532575346688,1589451532575346688,Mon Nov 07 02:55:50 +0000 2022,16,236,15,0,0,0,People who come here for “news” start from TV news (like Trump) and come here to fight about it. They’re about 4-8 we...
1589409718430478336,1589409718430478336,Mon Nov 07 00:09:41 +0000 2022,31,126,11,0,0,0,This is actually a good test. If a little friction stops you you’ll end up with twitter “alternatives” that offer dis...
1067498899030462465,1067498899030462465,Tue Nov 27 19:22:25 +0000 2018,4,50,10,0,0,0,Botmark: a human so easily fooled by a bot  even a potato could pass the Turing test with them.  Botmark trashmob: la...
1539354829604024320,1539354829604024320,Tue Jun 21 21:09:25 +0000 2022,6,55,4,0,0,0,I think I stopped being “primarily western” in the last 5 years the way I stopped being “primarily Indian” in the ear...
1539340634426728448,1539340634426728448,Tue Jun 21 20:13:01 +0000 2022,8,35,1,0,0,0,Finally finished Octavia Butler’s Lillith’s Brood trilogy 🤔  Totally not my kind of SF and I didn’t expect to enjoy i...
1066060031957786624,1066060031957786624,Fri Nov 23 20:04:52 +0000 2018,7,144,21,0,0,0,I’m pretty capitalist  but the idea that markets are the smartest large-scale entities we’ll ever invent is deeply de...
1066032806554288128,1066032806554288128,Fri Nov 23 18:16:41 +0000 2018,4,29,4,0,0,0,There's an episode of Friends that nails the fundamental silliness of foodie culture. Phoebe is nostalgically reminis...
1066017724269096960,1066017724269096960,Fri Nov 23 17:16:45 +0000 2018,4,9,1,1,1,0,@sonyaellenmann But there's stuff going on here that's actually more interesting than the culture wars. See this thin...
1065496879268392961,1065496879268392961,Thu Nov 22 06:47:06 +0000 2018,4,11,1,0,0,0,Fun story  when I applied to grad schools back in the day and professors still sent sealed paper recommendation lette...
1539121013983682563,1539121013983682563,Tue Jun 21 05:40:19 +0000 2022,4,37,1,0,0,0,Weird to think as a species we seem to need wisdom teeth extraction by default now  Did people live in pain in histor...
1065470399754907648,1065470399754907648,Thu Nov 22 05:01:53 +0000 2018,16,49,2,0,0,0,I think impersonal institutions are toast. If you want an alternative to neopatrimonialism  start thinking of mechani...
1065149160846852096,1065149160846852096,Wed Nov 21 07:45:24 +0000 2018,5,12,3,0,0,0,Your best chance at having decent mental health as an adult is if your life turns out about 10% better than you expec...
1064779119970250752,1064779119970250752,Tue Nov 20 07:14:59 +0000 2018,4,15,1,0,0,0,"Mystery" problems that you don't understand and keep recurring no matter what you try are dangerous even if they sta...
1064261616059867136,1064261616059867136,Sun Nov 18 20:58:36 +0000 2018,4,11,0,0,0,0,The thing about distribution as opposed to production and storage of information is that it is a two-party transactio...
1539021534395650048,1539021534395650048,Mon Jun 20 23:05:02 +0000 2022,7,39,4,0,0,0,Inner loop  Water prices go up —&gt; ag water use shrinks —&gt; feed prices go up  —&gt; factory farmed meat prices g...
1064239725219799041,1064239725219799041,Sun Nov 18 19:31:37 +0000 2018,13,46,6,0,0,0,There are only 3 real challenges to free speech at the tech level a) the need for CDNs at scale b) distortions of net...
1539008018293018624,1539008018293018624,Mon Jun 20 22:11:19 +0000 2022,8,54,6,0,0,0,I don’t understand Colorado water economics. Apparently 80% is used for agriculture including… alfalfa exports for ca...
1062800540206125056,1062800540206125056,Wed Nov 14 20:12:49 +0000 2018,4,5,0,0,0,0,Links I particularly liked from latest refactorings roundup 1: Deadly vs. Holy theater: https://t.co/rsJ6WJJhud
1538951758289833985,1538951758289833985,Mon Jun 20 18:27:46 +0000 2022,8,28,5,0,0,0,Once you stop to think about it for 5 minutes  you realize that a robot being a "rover" is less about the environment...
1059210078262190081,1059210078262190081,Sun Nov 04 22:25:36 +0000 2018,26,75,22,0,0,0,A thread on cultivating an ‘unexpected bonus’ attitude to work that catalyzes actionable insights  discoveries  inven...
